episode,time_s,voltage_v,duty_cycle
1.000000000000000000e+00,1.004900000000000099e-01,-2.986006090451230222e+01,3.676770925521850586e-01
1.000000000000000000e+00,1.006200000000000150e-01,-2.986015437476510925e+01,3.676348924636840820e-01
1.000000000000000000e+00,1.007500000000000062e-01,-2.985984283938944372e+01,3.675479590892791748e-01
1.000000000000000000e+00,1.008800000000000113e-01,-2.985970028686624289e+01,3.675809502601623535e-01
1.000000000000000000e+00,1.010100000000000164e-01,-2.986003572149896002e+01,3.676831126213073730e-01
1.000000000000000000e+00,1.011400000000000077e-01,-2.986013676123050686e+01,3.676362335681915283e-01
1.000000000000000000e+00,1.012700000000000128e-01,-2.985969675712731686e+01,3.675197958946228027e-01
1.000000000000000000e+00,1.014000000000000179e-01,-2.985975807156662754e+01,3.676235079765319824e-01
1.000000000000000000e+00,1.015300000000000091e-01,-2.986014312114551572e+01,3.676945865154266357e-01
1.000000000000000000e+00,1.016600000000000142e-01,-2.986023778438533327e+01,3.676361441612243652e-01
1.000000000000000000e+00,1.017900000000000055e-01,-2.985997560028639697e+01,3.675597012042999268e-01
1.000000000000000000e+00,1.019200000000000106e-01,-2.985979127842370318e+01,3.675734698772430420e-01
1.000000000000000000e+00,1.020500000000000157e-01,-2.985997899265338873e+01,3.676521182060241699e-01
1.000000000000000000e+00,1.021800000000000069e-01,-2.986006960749897488e+01,3.676332831382751465e-01
1.000000000000000000e+00,1.023100000000000120e-01,-2.985987376279334171e+01,3.675720989704132080e-01
1.000000000000000000e+00,1.024400000000000172e-01,-2.985972867104536732e+01,3.675807714462280273e-01
1.000000000000000000e+00,1.025700000000000084e-01,-2.985994180852435065e+01,3.676568865776062012e-01
1.000000000000000000e+00,1.027000000000000135e-01,-2.986000322488694891e+01,3.676264882087707520e-01
1.000000000000000000e+00,1.028300000000000186e-01,-2.985973761987225572e+01,3.675561249256134033e-01
1.000000000000000000e+00,1.029600000000000098e-01,-2.985991459935308967e+01,3.676491379737854004e-01
1.000000000000000000e+00,1.030900000000000150e-01,-2.986017858663977265e+01,3.676701784133911133e-01
1.000000000000000000e+00,1.032200000000000062e-01,-2.985974571161463942e+01,3.675218522548675537e-01
1.000000000000000000e+00,1.033500000000000113e-01,-2.985967105237407537e+01,3.675945401191711426e-01
1.000000000000000000e+00,1.034800000000000164e-01,-2.986025528134896589e+01,3.677367866039276123e-01
1.000000000000000000e+00,1.036100000000000076e-01,-2.986027227772936143e+01,3.676206171512603760e-01
1.000000000000000000e+00,1.037400000000000128e-01,-2.985984885810057321e+01,3.675250411033630371e-01
1.000000000000000000e+00,1.038700000000000179e-01,-2.985980315190069234e+01,3.676020801067352295e-01
1.000000000000000000e+00,1.040000000000000091e-01,-2.985994426199276575e+01,3.676421344280242920e-01
1.000000000000000000e+00,1.041300000000000142e-01,-2.985986077104353598e+01,3.675950169563293457e-01
1.000000000000000000e+00,1.042600000000000193e-01,-2.985991846111303616e+01,3.676247000694274902e-01
1.000000000000000000e+00,1.043900000000000106e-01,-2.986007510933088938e+01,3.676469027996063232e-01
1.000000000000000000e+00,1.045200000000000157e-01,-2.986010882987852355e+01,3.676220774650573730e-01
1.000000000000000000e+00,1.046500000000000069e-01,-2.986003470583030861e+01,3.675990402698516846e-01
1.000000000000000000e+00,1.047800000000000120e-01,-2.985987081088445549e+01,3.675786256790161133e-01
1.000000000000000000e+00,1.049100000000000171e-01,-2.985974095892219538e+01,3.675840497016906738e-01
1.000000000000000000e+00,1.050400000000000084e-01,-2.985990746667797779e+01,3.676469027996063232e-01
1.000000000000000000e+00,1.051700000000000135e-01,-2.986009695622278670e+01,3.676539063453674316e-01
1.000000000000000000e+00,1.053000000000000186e-01,-2.985993316833138067e+01,3.675794005393981934e-01
1.000000000000000000e+00,1.054300000000000098e-01,-2.985975449119910863e+01,3.675741851329803467e-01
1.000000000000000000e+00,1.055600000000000149e-01,-2.985997620736101865e+01,3.676590621471405029e-01
1.000000000000000000e+00,1.056900000000000062e-01,-2.986003351942493467e+01,3.676260113716125488e-01
1.000000000000000000e+00,1.058200000000000113e-01,-2.985979555462253643e+01,3.675625026226043701e-01
1.000000000000000000e+00,1.059500000000000164e-01,-2.985989786617367514e+01,3.676336109638214111e-01
1.000000000000000000e+00,1.060800000000000076e-01,-2.986003549825958814e+01,3.676425218582153320e-01
1.000000000000000000e+00,1.062100000000000127e-01,-2.985995818117884326e+01,3.675974607467651367e-01
1.000000000000000000e+00,1.063400000000000178e-01,-2.985992326565111910e+01,3.676057457923889160e-01
1.000000000000000000e+00,1.064700000000000091e-01,-2.985982723364801217e+01,3.675920367240905762e-01
1.000000000000000000e+00,1.066000000000000142e-01,-2.985984346003536771e+01,3.676152825355529785e-01
1.000000000000000000e+00,1.067300000000000193e-01,-2.986017972090157002e+01,3.676850199699401855e-01
1.000000000000000000e+00,1.068600000000000105e-01,-2.985994227230244391e+01,3.675643801689147949e-01
1.000000000000000000e+00,1.069900000000000156e-01,-2.985945074875445826e+01,3.675062358379364014e-01
1.000000000000000000e+00,1.071200000000000069e-01,-2.985968494879519852e+01,3.676581084728240967e-01
1.000000000000000000e+00,1.072500000000000120e-01,-2.986022159572071644e+01,3.677266240119934082e-01
1.000000000000000000e+00,1.073800000000000171e-01,-2.986008282057721885e+01,3.675863444805145264e-01
1.000000000000000000e+00,1.075100000000000083e-01,-2.985970621388292656e+01,3.675329387187957764e-01
1.000000000000000000e+00,1.076400000000000134e-01,-2.986003116644048916e+01,3.676809072494506836e-01
1.000000000000000000e+00,1.077700000000000186e-01,-2.985988240630685908e+01,3.675818741321563721e-01
1.000000000000000000e+00,1.079000000000000098e-01,-2.985974423547823164e+01,3.675823807716369629e-01
1.000000000000000000e+00,1.080300000000000149e-01,-2.986024299839065321e+01,3.677191138267517090e-01
1.000000000000000000e+00,1.081600000000000061e-01,-2.986001532845301654e+01,3.675672709941864014e-01
1.000000000000000000e+00,1.082900000000000112e-01,-2.985958918571373744e+01,3.675213456153869629e-01
1.000000000000000000e+00,1.084200000000000164e-01,-2.985985369213608465e+01,3.676663637161254883e-01
1.000000000000000000e+00,1.085500000000000076e-01,-2.986005933607059148e+01,3.676567673683166504e-01
1.000000000000000000e+00,1.086800000000000127e-01,-2.985988448053613808e+01,3.675765395164489746e-01
1.000000000000000000e+00,1.088100000000000178e-01,-2.986001257070287096e+01,3.676402866840362549e-01
1.000000000000000000e+00,1.089400000000000091e-01,-2.986028346157064561e+01,3.676728606224060059e-01
1.000000000000000000e+00,1.090700000000000142e-01,-2.985992352602920619e+01,3.675389885902404785e-01
1.000000000000000000e+00,1.092000000000000193e-01,-2.985989766348885155e+01,3.676072955131530762e-01
1.000000000000000000e+00,1.093300000000000105e-01,-2.986010758577566193e+01,3.676582276821136475e-01
1.000000000000000000e+00,1.094600000000000156e-01,-2.986014663240733569e+01,3.676236271858215332e-01
1.000000000000000000e+00,1.095900000000000069e-01,-2.985990334739940621e+01,3.675627112388610840e-01
1.000000000000000000e+00,1.097200000000000120e-01,-2.985981280753799894e+01,3.675929903984069824e-01
1.000000000000000000e+00,1.098500000000000171e-01,-2.986004815583701344e+01,3.676627278327941895e-01
1.000000000000000000e+00,1.099800000000000083e-01,-2.986040707085390622e+01,3.676924109458923340e-01
1.000000000000000000e+00,1.101100000000000134e-01,-2.986010671713323461e+01,3.675534427165985107e-01
1.000000000000000000e+00,1.102400000000000185e-01,-2.985955964756364622e+01,3.674961328506469727e-01
1.000000000000000000e+00,1.103700000000000098e-01,-2.985998055982882704e+01,3.676999807357788086e-01
1.000000000000000000e+00,1.105000000000000149e-01,-2.986024225453138214e+01,3.676704764366149902e-01
1.000000000000000000e+00,1.106300000000000200e-01,-2.985977968711224051e+01,3.675161600112915039e-01
1.000000000000000000e+00,1.107600000000000112e-01,-2.985983324219936463e+01,3.676228225231170654e-01
1.000000000000000000e+00,1.108900000000000163e-01,-2.986015003965234982e+01,3.676806688308715820e-01
1.000000000000000000e+00,1.110200000000000076e-01,-2.986001701921512819e+01,3.675867319107055664e-01
1.000000000000000000e+00,1.111500000000000127e-01,-2.985980203169119918e+01,3.675673007965087891e-01
1.000000000000000000e+00,1.112800000000000178e-01,-2.985995719259175019e+01,3.676451742649078369e-01
1.000000000000000000e+00,1.114100000000000090e-01,-2.986011470666728584e+01,3.676475584506988525e-01
1.000000000000000000e+00,1.115400000000000141e-01,-2.985971318132214236e+01,3.675279021263122559e-01
1.000000000000000000e+00,1.116700000000000192e-01,-2.985981088042265696e+01,3.676316142082214355e-01
1.000000000000000000e+00,1.118000000000000105e-01,-2.986007075281620615e+01,3.676680326461791992e-01
1.000000000000000000e+00,1.119300000000000156e-01,-2.985978139571950507e+01,3.675517737865447998e-01
1.000000000000000000e+00,1.120600000000000068e-01,-2.985977192556394044e+01,3.676091432571411133e-01
1.000000000000000000e+00,1.121900000000000119e-01,-2.986009720599642847e+01,3.676817715167999268e-01
1.000000000000000000e+00,1.123200000000000170e-01,-2.985996520023623191e+01,3.675863146781921387e-01
1.000000000000000000e+00,1.124500000000000083e-01,-2.985987232249125256e+01,3.675932288169860840e-01
1.000000000000000000e+00,1.125800000000000134e-01,-2.985984875498600033e+01,3.676071763038635254e-01
1.000000000000000000e+00,1.127100000000000185e-01,-2.985986885898197585e+01,3.676163852214813232e-01
1.000000000000000000e+00,1.128400000000000097e-01,-2.985992911640252601e+01,3.676253557205200195e-01
1.000000000000000000e+00,1.129700000000000149e-01,-2.985995202403540105e+01,3.676179647445678711e-01
1.000000000000000000e+00,1.131000000000000200e-01,-2.985997982922430793e+01,3.676193058490753174e-01
1.000000000000000000e+00,1.132300000000000112e-01,-2.985983583813418107e+01,3.675822913646697998e-01
1.000000000000000000e+00,1.133600000000000163e-01,-2.985994756833650143e+01,3.676361441612243652e-01
1.000000000000000000e+00,1.134900000000000075e-01,-2.986007887414186257e+01,3.676417469978332520e-01
1.000000000000000000e+00,1.136200000000000127e-01,-2.985970550004942936e+01,3.675335943698883057e-01
1.000000000000000000e+00,1.137500000000000178e-01,-2.985953219964535066e+01,3.675726056098937988e-01
1.000000000000000000e+00,1.138800000000000090e-01,-2.986006745272630525e+01,3.677244782447814941e-01
1.000000000000000000e+00,1.140100000000000141e-01,-2.986018935699321020e+01,3.676411509513854980e-01
1.000000000000000000e+00,1.141400000000000192e-01,-2.985978081209022861e+01,3.675272762775421143e-01
1.000000000000000000e+00,1.142700000000000105e-01,-2.985978700325729918e+01,3.676125407218933105e-01
1.000000000000000000e+00,1.144000000000000156e-01,-2.986011377836658554e+01,3.676822781562805176e-01
1.000000000000000000e+00,1.145300000000000207e-01,-2.986014658536833366e+01,3.676223456859588623e-01
1.000000000000000000e+00,1.146600000000000119e-01,-2.985972438905067250e+01,3.675237894058227539e-01
1.000000000000000000e+00,1.147900000000000170e-01,-2.985962459661957880e+01,3.675888180732727051e-01
1.000000000000000000e+00,1.149200000000000083e-01,-2.985995573014774251e+01,3.676812648773193359e-01
1.000000000000000000e+00,1.150500000000000134e-01,-2.986012498310497065e+01,3.676500916481018066e-01
1.000000000000000000e+00,1.151800000000000185e-01,-2.986006175070664881e+01,3.676016032695770264e-01
1.000000000000000000e+00,1.153100000000000097e-01,-2.985983030307799169e+01,3.675642609596252441e-01
1.000000000000000000e+00,1.154400000000000148e-01,-2.985956456932211367e+01,3.675540089607238770e-01
1.000000000000000000e+00,1.155700000000000199e-01,-2.985972578864518567e+01,3.676436245441436768e-01
1.000000000000000000e+00,1.157000000000000112e-01,-2.986003908954734598e+01,3.676786124706268311e-01
1.000000000000000000e+00,1.158300000000000163e-01,-2.985995937988224114e+01,3.675969839096069336e-01
1.000000000000000000e+00,1.159600000000000075e-01,-2.985978459213458436e+01,3.675753474235534668e-01
1.000000000000000000e+00,1.160900000000000126e-01,-2.985993592166115462e+01,3.676441311836242676e-01
1.000000000000000000e+00,1.162200000000000177e-01,-2.986002714605275443e+01,3.676328957080841064e-01
1.000000000000000000e+00,1.163500000000000090e-01,-2.986002898012434770e+01,3.676145672798156738e-01
1.000000000000000000e+00,1.164800000000000141e-01,-2.985986622534948509e+01,3.675788044929504395e-01
1.000000000000000000e+00,1.166100000000000192e-01,-2.985974937438153631e+01,3.675868213176727295e-01
1.000000000000000000e+00,1.167400000000000104e-01,-2.986003324099928591e+01,3.676725029945373535e-01
1.000000000000000000e+00,1.168700000000000155e-01,-2.985992575705261487e+01,3.675908744335174561e-01
1.000000000000000000e+00,1.170000000000000207e-01,-2.985981588023952682e+01,3.675890564918518066e-01
1.000000000000000000e+00,1.171300000000000119e-01,-2.986001909829312950e+01,3.676557838916778564e-01
1.000000000000000000e+00,1.172600000000000170e-01,-2.986001219378185212e+01,3.676125705242156982e-01
1.000000000000000000e+00,1.173900000000000082e-01,-2.986004460961216722e+01,3.676210343837738037e-01
1.000000000000000000e+00,1.175200000000000133e-01,-2.985991785413492394e+01,3.675868213176727295e-01
1.000000000000000000e+00,1.176500000000000185e-01,-2.986006822737705590e+01,3.676455318927764893e-01
1.000000000000000000e+00,1.177800000000000097e-01,-2.986006133650794325e+01,3.676131665706634521e-01
1.000000000000000000e+00,1.179100000000000148e-01,-2.985967016985491185e+01,3.675295114517211914e-01
1.000000000000000000e+00,1.180400000000000199e-01,-2.985983498661049396e+01,3.676456809043884277e-01
1.000000000000000000e+00,1.181700000000000111e-01,-2.986004276692385062e+01,3.676570057868957520e-01
1.000000000000000000e+00,1.183000000000000163e-01,-2.985983909394669311e+01,3.675700724124908447e-01
1.000000000000000000e+00,1.184300000000000075e-01,-2.985988126018606792e+01,3.676210641860961914e-01
1.000000000000000000e+00,1.185600000000000126e-01,-2.986012213346240429e+01,3.676647543907165527e-01
1.000000000000000000e+00,1.186900000000000177e-01,-2.985992446893197894e+01,3.675723373889923096e-01
1.000000000000000000e+00,1.188200000000000089e-01,-2.985988553077014629e+01,3.676044642925262451e-01
1.000000000000000000e+00,1.189500000000000141e-01,-2.986016992707789441e+01,3.676742613315582275e-01
1.000000000000000000e+00,1.190800000000000192e-01,-2.986018905861289596e+01,3.676200509071350098e-01
1.000000000000000000e+00,1.192100000000000104e-01,-2.985989738156422746e+01,3.675526976585388184e-01
1.000000000000000000e+00,1.193400000000000155e-01,-2.985997004090251039e+01,3.676283955574035645e-01
1.000000000000000000e+00,1.194700000000000206e-01,-2.985985564933328362e+01,3.675886094570159912e-01
1.000000000000000000e+00,1.196000000000000119e-01,-2.985976858036850956e+01,3.675931692123413086e-01
1.000000000000000000e+00,1.197300000000000170e-01,-2.985991778211214864e+01,3.676434755325317383e-01
1.000000000000000000e+00,1.198600000000000082e-01,-2.986002550951524981e+01,3.676362633705139160e-01
1.000000000000000000e+00,1.199900000000000133e-01,-2.985988994645430594e+01,3.675846755504608154e-01
1.000000000000000000e+00,1.201200000000000184e-01,-2.985983359673297954e+01,3.676002621650695801e-01
1.000000000000000000e+00,1.202500000000000097e-01,-2.986021266604479507e+01,3.676941990852355957e-01
1.000000000000000000e+00,1.203800000000000148e-01,-2.986008795540442051e+01,3.675892949104309082e-01
1.000000000000000000e+00,1.205100000000000199e-01,-2.985975709126738664e+01,3.675429522991180420e-01
1.000000000000000000e+00,1.206400000000000111e-01,-2.985987676070313057e+01,3.676369190216064453e-01
1.000000000000000000e+00,1.207700000000000162e-01,-2.986008180899616349e+01,3.676569163799285889e-01
1.000000000000000000e+00,1.209000000000000213e-01,-2.985997162833082186e+01,3.675908744335174561e-01
1.000000000000000000e+00,1.210300000000000126e-01,-2.985988990753515182e+01,3.675957322120666504e-01
1.000000000000000000e+00,1.211600000000000177e-01,-2.986009710592384891e+01,3.676575422286987305e-01
1.000000000000000000e+00,1.212900000000000089e-01,-2.986022367147017320e+01,3.676425218582153320e-01
1.000000000000000000e+00,1.214200000000000140e-01,-2.985993308721720396e+01,3.675533533096313477e-01
1.000000000000000000e+00,1.215500000000000191e-01,-2.985983184962035963e+01,3.675910234451293945e-01
1.000000000000000000e+00,1.216800000000000104e-01,-2.985988346753582690e+01,3.676230311393737793e-01
1.000000000000000000e+00,1.218100000000000155e-01,-2.985994222805027576e+01,3.676252067089080811e-01
1.000000000000000000e+00,1.219400000000000206e-01,-2.986008685884718261e+01,3.676445782184600830e-01
1.000000000000000000e+00,1.220700000000000118e-01,-2.986008236072800415e+01,3.676139116287231445e-01
1.000000000000000000e+00,1.222000000000000169e-01,-2.985989964887986758e+01,3.675751090049743652e-01
1.000000000000000000e+00,1.223300000000000082e-01,-2.985996628618056903e+01,3.676271140575408936e-01
1.000000000000000000e+00,1.224600000000000133e-01,-2.986009024400510725e+01,3.676403760910034180e-01
1.000000000000000000e+00,1.225900000000000184e-01,-2.986007047751440524e+01,3.676106333732604980e-01
1.000000000000000000e+00,1.227200000000000096e-01,-2.985993351416306396e+01,3.675849139690399170e-01
1.000000000000000000e+00,1.228500000000000147e-01,-2.985983485710931262e+01,3.675915896892547607e-01
1.000000000000000000e+00,1.229800000000000199e-01,-2.985998394323894445e+01,3.676442503929138184e-01
1.000000000000000000e+00,1.231100000000000111e-01,-2.985970584438844000e+01,3.675531744956970215e-01
1.000000000000000000e+00,1.232400000000000162e-01,-2.985980107133819672e+01,3.676309883594512939e-01
1.000000000000000000e+00,1.233700000000000213e-01,-2.985975472873854741e+01,3.676013648509979248e-01
1.000000000000000000e+00,1.235000000000000125e-01,-2.985962405802249364e+01,3.675824701786041260e-01
1.000000000000000000e+00,1.236300000000000177e-01,-2.986008063978974647e+01,3.677085041999816895e-01
1.000000000000000000e+00,1.237600000000000089e-01,-2.986023376554220476e+01,3.676480948925018311e-01
1.000000000000000000e+00,1.238900000000000140e-01,-2.985969306496307496e+01,3.674990534782409668e-01
1.000000000000000000e+00,1.240200000000000191e-01,-2.985961941001837161e+01,3.675941228866577148e-01
1.000000000000000000e+00,1.241500000000000103e-01,-2.986031016788978931e+01,3.677592873573303223e-01
1.000000000000000000e+00,1.242800000000000155e-01,-2.986015071404714050e+01,3.675829172134399414e-01
1.000000000000000000e+00,1.244100000000000206e-01,-2.985985952142514677e+01,3.675523400306701660e-01
1.000000000000000000e+00,1.245400000000000118e-01,-2.985997117039582349e+01,3.676364123821258545e-01
1.000000000000000000e+00,1.246700000000000169e-01,-2.986004466790204859e+01,3.676294684410095215e-01
1.000000000000000000e+00,1.248000000000000220e-01,-2.986011723719794020e+01,3.676301538944244385e-01
1.000000000000000000e+00,1.249300000000000133e-01,-2.985996931739937921e+01,3.675830960273742676e-01
1.000000000000000000e+00,1.250600000000000045e-01,-2.985970929406298779e+01,3.675569295883178711e-01
1.000000000000000000e+00,1.251900000000000235e-01,-2.985988853272317556e+01,3.676492869853973389e-01
1.000000000000000000e+00,1.253200000000000147e-01,-2.986011034691537347e+01,3.676607012748718262e-01
1.000000000000000000e+00,1.254500000000000060e-01,-2.985979440546368480e+01,3.675464689731597900e-01
1.000000000000000000e+00,1.255800000000000249e-01,-2.985972430727888494e+01,3.675961196422576904e-01
1.000000000000000000e+00,1.257100000000000162e-01,-2.985998926351535232e+01,3.676680922508239746e-01
1.000000000000000000e+00,1.258400000000000074e-01,-2.986014293899242844e+01,3.676471114158630371e-01
1.000000000000000000e+00,1.259700000000000264e-01,-2.985994274903291412e+01,3.675720393657684326e-01
1.000000000000000000e+00,1.261000000000000176e-01,-2.985977107730341373e+01,3.675758242607116699e-01
1.000000000000000000e+00,1.262300000000000089e-01,-2.985994400390643833e+01,3.676486611366271973e-01
1.000000000000000000e+00,1.263600000000000279e-01,-2.986008414751661988e+01,3.676436245441436768e-01
1.000000000000000000e+00,1.264900000000000191e-01,-2.986000303250484222e+01,3.675972223281860352e-01
1.000000000000000000e+00,1.266200000000000103e-01,-2.985976127926539192e+01,3.675613105297088623e-01
1.000000000000000000e+00,1.267500000000000016e-01,-2.985974483778249322e+01,3.676073849201202393e-01
1.000000000000000000e+00,1.268800000000000205e-01,-2.986017192707539891e+01,3.677035570144653320e-01
1.000000000000000000e+00,1.270100000000000118e-01,-2.986007675424670538e+01,3.675952255725860596e-01
1.000000000000000000e+00,1.271400000000000030e-01,-2.985956407393348755e+01,3.675032556056976318e-01
1.000000000000000000e+00,1.272700000000000220e-01,-2.985988635943142455e+01,3.676786124706268311e-01
1.000000000000000000e+00,1.274000000000000132e-01,-2.986031134844979462e+01,3.677048087120056152e-01
1.000000000000000000e+00,1.275300000000000045e-01,-2.985977565399456068e+01,3.675010800361633301e-01
1.000000000000000000e+00,1.276600000000000235e-01,-2.985962943095206157e+01,3.675793409347534180e-01
1.000000000000000000e+00,1.277900000000000147e-01,-2.986023835041373076e+01,3.677416443824768066e-01
1.000000000000000000e+00,1.279200000000000059e-01,-2.986020926262617436e+01,3.676103949546813965e-01
1.000000000000000000e+00,1.280500000000000249e-01,-2.985978002667933140e+01,3.675230145454406738e-01
1.000000000000000000e+00,1.281800000000000161e-01,-2.985966892122434047e+01,3.675870299339294434e-01
1.000000000000000000e+00,1.283100000000000074e-01,-2.986005878713168826e+01,3.676945567131042480e-01
1.000000000000000000e+00,1.284400000000000264e-01,-2.986010918196383912e+01,3.676255047321319580e-01
1.000000000000000000e+00,1.285700000000000176e-01,-2.985975302936918396e+01,3.675377070903778076e-01
1.000000000000000000e+00,1.287000000000000088e-01,-2.985993148447857948e+01,3.676496446132659912e-01
1.000000000000000000e+00,1.288300000000000278e-01,-2.986031334779332624e+01,3.676959872245788574e-01
1.000000000000000000e+00,1.289600000000000191e-01,-2.986019168174816230e+01,3.675911724567413330e-01
1.000000000000000000e+00,1.290900000000000103e-01,-2.985990876463526433e+01,3.675546348094940186e-01
1.000000000000000000e+00,1.292200000000000293e-01,-2.985985246660025894e+01,3.676005005836486816e-01
1.000000000000000000e+00,1.293500000000000205e-01,-2.986001703212030378e+01,3.676478266716003418e-01
1.000000000000000000e+00,1.294800000000000118e-01,-2.986010772825323656e+01,3.676337599754333496e-01
1.000000000000000000e+00,1.296100000000000030e-01,-2.985992799334821868e+01,3.675760626792907715e-01
1.000000000000000000e+00,1.297400000000000220e-01,-2.985985143691442190e+01,3.675963282585144043e-01
1.000000000000000000e+00,1.298700000000000132e-01,-2.986007394014489691e+01,3.676604032516479492e-01
1.000000000000000000e+00,1.300000000000000044e-01,-2.986003657198306271e+01,3.676066100597381592e-01
1.000000000000000000e+00,1.301300000000000234e-01,-2.985974513907598649e+01,3.675509095191955566e-01
1.000000000000000000e+00,1.302600000000000147e-01,-2.985981363884374318e+01,3.676256537437438965e-01
1.000000000000000000e+00,1.303900000000000059e-01,-2.986015320301371290e+01,3.676853775978088379e-01
1.000000000000000000e+00,1.305200000000000249e-01,-2.986004275894726590e+01,3.675916790962219238e-01
1.000000000000000000e+00,1.306500000000000161e-01,-2.985981263969342336e+01,3.675643205642700195e-01
1.000000000000000000e+00,1.307800000000000074e-01,-2.985999971596780611e+01,3.676522374153137207e-01
1.000000000000000000e+00,1.309100000000000263e-01,-2.986003268765654184e+01,3.676210045814514160e-01
1.000000000000000000e+00,1.310400000000000176e-01,-2.985994483503276697e+01,3.675951361656188965e-01
1.000000000000000000e+00,1.311700000000000088e-01,-2.985997578159834376e+01,3.676199018955230713e-01
1.000000000000000000e+00,1.313000000000000278e-01,-2.985982310693541919e+01,3.675803542137145996e-01
1.000000000000000000e+00,1.314300000000000190e-01,-2.986002523774982720e+01,3.676556348800659180e-01
1.000000000000000000e+00,1.315600000000000103e-01,-2.986006172797179659e+01,3.676220774650573730e-01
1.000000000000000000e+00,1.316900000000000293e-01,-2.985963835169422964e+01,3.675225079059600830e-01
1.000000000000000000e+00,1.318200000000000205e-01,-2.985968110901032446e+01,3.676187694072723389e-01
1.000000000000000000e+00,1.319500000000000117e-01,-2.986002145081972969e+01,3.676839470863342285e-01
1.000000000000000000e+00,1.320800000000000030e-01,-2.986004992487001886e+01,3.676202893257141113e-01
1.000000000000000000e+00,1.322100000000000219e-01,-2.985984009912711912e+01,3.675688207149505615e-01
1.000000000000000000e+00,1.323400000000000132e-01,-2.985982709485967845e+01,3.676090836524963379e-01
1.000000000000000000e+00,1.324700000000000044e-01,-2.986008510623391032e+01,3.676678240299224854e-01
1.000000000000000000e+00,1.326000000000000234e-01,-2.986008426997467424e+01,3.676146864891052246e-01
1.000000000000000000e+00,1.327300000000000146e-01,-2.985987555221787915e+01,3.675694763660430908e-01
1.000000000000000000e+00,1.328600000000000059e-01,-2.985992364611921701e+01,3.676227927207946777e-01
1.000000000000000000e+00,1.329900000000000249e-01,-2.986009564130013416e+01,3.676503002643585205e-01
1.000000000000000000e+00,1.331200000000000161e-01,-2.985973503482818003e+01,3.675365746021270752e-01
1.000000000000000000e+00,1.332500000000000073e-01,-2.985968125565744558e+01,3.675989508628845215e-01
1.000000000000000000e+00,1.333800000000000263e-01,-2.985986904660969898e+01,3.676508069038391113e-01
1.000000000000000000e+00,1.335100000000000176e-01,-2.985999319424687570e+01,3.676392436027526855e-01
1.000000000000000000e+00,1.336400000000000088e-01,-2.985999005889540925e+01,3.676130771636962891e-01
1.000000000000000000e+00,1.337700000000000278e-01,-2.986001602601588445e+01,3.676193654537200928e-01
1.000000000000000000e+00,1.339000000000000190e-01,-2.986010540676723579e+01,3.676334619522094727e-01
1.000000000000000000e+00,1.340300000000000102e-01,-2.985996951927509713e+01,3.675855696201324463e-01
1.000000000000000000e+00,1.341600000000000292e-01,-2.985977936828593471e+01,3.675721287727355957e-01
1.000000000000000000e+00,1.342900000000000205e-01,-2.985997693361750294e+01,3.676541149616241455e-01
1.000000000000000000e+00,1.344200000000000117e-01,-2.986003050324290342e+01,3.676252067089080811e-01
1.000000000000000000e+00,1.345500000000000029e-01,-2.985986396366216766e+01,3.675779998302459717e-01
1.000000000000000000e+00,1.346800000000000219e-01,-2.986000745593490535e+01,3.676433861255645752e-01
1.000000000000000000e+00,1.348100000000000132e-01,-2.985999571416078524e+01,3.676113784313201904e-01
1.000000000000000000e+00,1.349400000000000044e-01,-2.985993856324045836e+01,3.676013648509979248e-01
1.000000000000000000e+00,1.350700000000000234e-01,-2.986004102251834524e+01,3.676353693008422852e-01
1.000000000000000000e+00,1.352000000000000146e-01,-2.985986937643678019e+01,3.675770163536071777e-01
1.000000000000000000e+00,1.353300000000000058e-01,-2.985992974223474761e+01,3.676253855228424072e-01
1.000000000000000000e+00,1.354600000000000248e-01,-2.986014871853961949e+01,3.676605820655822754e-01
1.000000000000000000e+00,1.355900000000000161e-01,-2.985997671202942527e+01,3.675782382488250732e-01
1.000000000000000000e+00,1.357200000000000073e-01,-2.985971107164208505e+01,3.675557971000671387e-01
1.000000000000000000e+00,1.358500000000000263e-01,-2.985981108194652123e+01,3.676320910453796387e-01
1.000000000000000000e+00,1.359800000000000175e-01,-2.986001237197995195e+01,3.676553070545196533e-01
1.000000000000000000e+00,1.361100000000000088e-01,-2.986004765719016518e+01,3.676216602325439453e-01
1.000000000000000000e+00,1.362400000000000277e-01,-2.985980438581265872e+01,3.675615191459655762e-01
1.000000000000000000e+00,1.363700000000000190e-01,-2.985987727372883782e+01,3.676273226737976074e-01
1.000000000000000000e+00,1.365000000000000102e-01,-2.985994734760949143e+01,3.676275908946990967e-01
1.000000000000000000e+00,1.366300000000000292e-01,-2.985987711848953552e+01,3.675979375839233398e-01
1.000000000000000000e+00,1.367600000000000204e-01,-2.985994966913958493e+01,3.676281273365020752e-01
1.000000000000000000e+00,1.368900000000000117e-01,-2.986027975464331874e+01,3.676849603652954102e-01
1.000000000000000000e+00,1.370200000000000029e-01,-2.985989482012753626e+01,3.675335049629211426e-01
1.000000000000000000e+00,1.371500000000000219e-01,-2.985978227507801464e+01,3.675881028175354004e-01
1.000000000000000000e+00,1.372800000000000131e-01,-2.986013099088833656e+01,3.676869869232177734e-01
1.000000000000000000e+00,1.374100000000000044e-01,-2.986008085878782481e+01,3.676045238971710205e-01
